r_000001_00_2Wct_0692_0177_27.08.jpg,0,8,17,19,14
r_000001_00_3Wct_0692_0177_34.83.jpg,0,8,17,5,14
r_000003_00_0Wct_0734_0180_28.48.jpg,0,8,5,14,17
r_000009_00_2Wct_0812_0163_9.59.jpg,0,9,8,2,13
r_000011_00_2Wct_0838_0169_5.1.jpg,0,5,8,25,3
r_000011_00_3Wct_0838_0169_17.41.jpg,0,8,25,5,17
r_000013_00_3Wct_0865_0181_11.54.jpg,0,8,25,5,17
r_000016_00_1Wct_0914_0204_6.05.jpg,0,8,5,26,14
r_000016_00_2Wct_0914_0204_-5.92.jpg,0,5,25,14,3
r_000017_00_2Wct_0936_0204_-6.05.jpg,0,5,3,8,25
r_000020_00_0Wct_1006_0202_0.34.jpg,0,8,5,3,25
r_000001_01_1Bct_0341_0187_31.58.jpg,26,14,16,5,20
r_000002_01_0Bct_0339_0180_19.31.jpg,26,16,14,5,7
r_000004_01_4Bct_0393_0153_0.75.jpg,16,14,26,6,24
r_000005_01_1Bct_0410_0152_11.28.jpg,26,16,14,27,5
r_000005_01_4Bct_0410_0152_0.0.jpg,26,16,14,7,5
r_000010_01_1Bct_0618_0116_-4.35.jpg,26,5,16,24,14
r_000011_01_1Bct_0675_0118_-5.28.jpg,26,5,8,18,16
r_000013_01_2Bct_0800_0110_-8.37.jpg,26,24,16,5,10
r_000005_00_2Wct_0414_0196_19.38.jpg,1,11,14,2,20
r_000009_00_4Wct_0418_0215_25.78.jpg,1,14,11,8,2
r_000011_00_1Wct_0417_0211_35.3.jpg,1,11,27,24,14
r_000013_00_3Wct_0414_0210_33.66.jpg,1,24,11,20,17
r_000014_00_1Wct_0410_0208_32.62.jpg,1,11,20,15,2
r_000014_00_3Wct_0410_0208_31.17.jpg,1,20,11,22,24
r_000016_00_1Wct_0409_0212_32.8.jpg,1,24,22,2,11
r_000018_00_1Wct_0407_0210_32.23.jpg,1,14,5,11,20
r_000019_00_0Wct_0411_0213_26.7.jpg,1,14,20,22,11
r_000020_00_0Wct_0416_0212_25.55.jpg,1,11,20,14,2
r_000021_00_4Wct_0430_0219_17.29.jpg,1,20,11,3,2
r_000022_00_0Wct_0450_0227_22.8.jpg,1,14,11,15,20
r_000001_00_4Wct_0937_0391_30.46.jpg,18,5,10,26,13
r_000004_00_4Wct_0942_0394_34.59.jpg,18,5,3,26,4
r_000007_00_1Wct_0938_0391_42.13.jpg,18,4,26,3,0
r_000007_00_3Wct_0938_0391_41.23.jpg,18,26,4,3,0
r_000012_00_2Wct_0943_0394_31.87.jpg,18,10,3,5,4
r_000015_00_3Wct_0945_0400_38.21.jpg,18,5,4,3,26
r_000017_00_1Wct_0951_0400_38.81.jpg,18,5,4,3,26
r_000018_00_2Wct_0946_0398_27.1.jpg,18,5,10,26,20
r_000022_00_0Wct_0948_0399_33.46.jpg,18,5,4,8,26
r_000026_00_1Wct_0948_0398_37.4.jpg,18,5,3,4,13
r_000003_00_4Wct_0932_0168_-10.94.jpg,2,9,20,12,22
r_000006_01_0Wct_0918_0162_-4.47.jpg,2,9,20,8,22
r_000010_00_0Wct_0920_0154_-5.79.jpg,2,9,20,12,22
r_000011_00_4Wct_0921_0153_-10.15.jpg,2,9,20,12,8
r_000015_00_1Wct_0923_0155_1.49.jpg,2,9,12,20,11
r_000015_00_2Wct_0923_0155_-10.89.jpg,2,9,20,13,12
r_000016_00_4Wct_0925_0153_-11.28.jpg,2,9,20,12,13
r_000018_00_4Wct_0903_0145_-15.72.jpg,2,9,20,22,26
r_000020_01_4Wct_0884_0125_-17.22.jpg,9,2,13,20,12
r_000003_00_2Wct_0246_0175_6.05.jpg,14,5,27,24,16
r_000004_00_3Wct_0316_0163_14.88.jpg,14,24,5,27,16
r_000008_00_1Wct_0561_0172_5.64.jpg,14,5,12,11,27
r_000009_00_3Wct_0619_0166_2.12.jpg,14,5,27,16,11
r_000016_00_1Wct_0266_0248_11.7.jpg,14,11,12,24,5
r_000017_00_1Wct_0341_0245_8.88.jpg,24,14,11,1,10
r_000018_00_0Wct_0413_0234_-0.63.jpg,14,24,5,11,12
r_000018_00_1Wct_0413_0234_3.43.jpg,14,5,24,11,12
r_000002_01_3Wct_0683_0423_24.27.jpg,3,4,22,11,19
r_000004_00_2Wct_0749_0452_8.37.jpg,3,4,22,17,5
r_000014_01_0Wct_0767_0528_10.49.jpg,3,4,17,19,7
r_000015_01_4Wct_0774_0524_9.23.jpg,3,4,16,26,5
r_000019_01_3Wct_0886_0558_14.34.jpg,3,4,17,7,11
r_000020_00_0Wct_0929_0566_7.85.jpg,3,4,19,7,12
r_000021_00_0Wct_0961_0562_7.05.jpg,3,4,7,8,17
r_000022_00_0Wct_0996_0557_0.57.jpg,3,4,12,18,26
r_000023_00_3Wct_1000_0549_1.38.jpg,3,4,7,13,5
r_000026_00_1Wct_1002_0536_0.2.jpg,3,4,14,19,7
r_000026_00_3Wct_1002_0536_-1.14.jpg,3,4,17,19,7
r_000013_00_4Bct_0330_0233_-2.71.jpg,24,16,27,14,5
r_000014_00_1Bct_0382_0228_8.3.jpg,14,16,24,27,26
r_000016_00_3Bct_0532_0237_0.46.jpg,16,24,1,27,11
r_000018_00_1Dct_0700_0242_5.8.jpg,27,16,11,14,24
r_000019_00_4Dct_0790_0229_-6.09.jpg,27,16,24,11,1
r_000020_00_1Bct_0861_0207_-1.77.jpg,16,27,24,14,20
r_000005_01_1Wct_0782_0111_13.91.jpg,2,9,13,6,23
r_000006_00_0Wct_0777_0110_7.51.jpg,9,2,13,20,6
r_000007_01_4Wct_0775_0112_6.06.jpg,9,2,13,20,6
r_000012_00_1Wct_0762_0107_11.17.jpg,2,9,20,13,22
r_000004_00_0Wct_0289_0215_4.35.jpg,5,20,11,25,14
r_000004_00_2Wct_0289_0215_-0.25.jpg,5,20,27,11,14
r_000006_00_3Wct_0398_0235_4.43.jpg,5,25,11,20,13
r_000008_00_2Wct_0515_0225_-11.33.jpg,5,25,11,3,20
r_000011_00_1Wct_0661_0169_-13.58.jpg,5,11,4,25,13
r_000002_00_2Dct_0381_0218_-23.35.jpg,27,14,11,20,5
r_000002_00_3Dct_0381_0218_-16.48.jpg,27,11,14,20,5
r_000005_00_4Bct_0541_0184_-24.28.jpg,27,11,24,20,1
r_000007_00_3Dct_0626_0142_-13.14.jpg,20,27,11,24,15
r_000001_00_1Wct_0767_0180_27.57.jpg,11,14,16,15,27
r_000003_00_4Wct_0840_0219_10.27.jpg,11,25,14,7,16
r_000004_00_4Wct_0868_0241_9.68.jpg,16,6,14,15,7
r_000007_00_3Wct_0899_0288_22.61.jpg,16,1,22,6,11
r_000007_00_4Wct_0899_0288_12.27.jpg,16,1,6,15,7
r_000010_00_2Wct_0952_0300_14.15.jpg,1,16,11,6,7
r_000012_00_1Wct_1009_0296_21.43.jpg,14,16,1,11,27
r_000000_00_1Wct_0968_0552_3.98.jpg,4,3,9,13,2
r_000001_00_4Wct_0952_0543_-5.07.jpg,3,4,18,26,8
r_000003_00_2Wct_0954_0522_-6.71.jpg,4,3,26,9,13
r_000003_00_3Wct_0954_0522_0.55.jpg,4,3,26,18,15
r_000008_00_0Wct_0867_0555_-2.81.jpg,4,3,17,13,2
r_000011_01_1Wct_0794_0519_-6.28.jpg,4,3,26,12,22
r_000013_00_0Wct_0781_0532_-21.43.jpg,4,3,2,9,17
r_000017_00_0Wct_0771_0565_-20.91.jpg,4,3,13,15,17
r_000018_00_4Wct_0768_0563_-26.3.jpg,4,3,17,2,8
r_000019_00_2Wct_0772_0558_-26.87.jpg,4,3,2,15,9
r_000019_00_3Wct_0772_0558_-16.31.jpg,4,3,2,9,13
r_000023_00_4Wct_0800_0522_-29.79.jpg,4,3,13,2,15
r_000026_00_2Wct_0832_0475_-36.88.jpg,4,3,25,0,11
r_000016_00_1Bct_0692_0243_28.2.jpg,16,14,1,11,7
r_000017_00_3Bct_0738_0258_24.6.jpg,16,14,27,11,1
r_000018_00_2Bct_0770_0254_11.25.jpg,16,14,1,11,27
r_000020_00_4Bct_0856_0248_-0.19.jpg,16,14,11,6,1
r_000022_00_2Bct_0916_0266_-9.6.jpg,16,14,11,1,6
r_000025_00_4Bct_1032_0255_-14.41.jpg,16,14,1,11,27
r_000002_01_1Wct_0595_0414_-10.57.jpg,17,12,2,5,22
r_000002_01_2Wct_0595_0414_-21.58.jpg,17,27,12,3,11
r_000003_01_3Wct_0652_0396_-14.42.jpg,17,22,14,12,24
r_000004_01_1Wct_0723_0391_-13.24.jpg,22,24,2,17,12
r_000009_01_0Wct_0975_0317_-19.82.jpg,10,5,12,27,11
r_000008_00_0Wct_0745_0344_21.31.jpg,5,24,12,14,20
r_000008_00_2Wct_0745_0344_16.37.jpg,12,5,20,2,10
r_000009_00_0Wct_0818_0367_17.88.jpg,12,5,2,24,9
r_000011_00_3Wct_0975_0422_16.04.jpg,10,5,12,9,2
r_000016_00_1Wct_0471_0372_-2.94.jpg,1,5,12,2,10
r_000016_00_2Wct_0471_0372_-12.74.jpg,5,12,11,25,2
r_000017_00_2Wct_0552_0373_-15.59.jpg,5,12,11,20,10
r_000018_00_3Wct_0613_0377_-3.5.jpg,12,5,11,3,2
r_000020_00_3Wct_0760_0342_-0.25.jpg,12,5,11,10,2
r_000024_00_2Wct_1021_0283_-26.45.jpg,12,10,13,20,11
r_000006_00_1Wct_0803_0151_25.94.jpg,25,11,5,20,13
r_000006_00_2Wct_0803_0151_16.54.jpg,5,25,20,11,13
r_000007_00_4Wct_0861_0163_13.05.jpg,25,5,20,13,11
r_000014_00_4Wct_1052_0233_12.89.jpg,13,20,25,10,19
r_000004_00_1Bct_0334_0199_-5.61.jpg,27,14,1,20,16
r_000004_00_3Bct_0334_0199_-4.37.jpg,14,27,1,25,7
r_000005_00_4Bct_0380_0178_-12.76.jpg,14,16,27,24,7
r_000014_00_3Bct_0456_0245_-10.89.jpg,26,14,5,20,16
r_000015_00_2Bct_0531_0229_-26.77.jpg,26,14,16,6,24
r_000016_00_2Bct_0602_0212_-28.97.jpg,24,26,6,1,2
r_000018_00_2Bct_0731_0187_-27.95.jpg,26,16,14,24,7
r_000009_00_0Bct_0263_0342_0.0.jpg,16,26,14,1,24
r_000010_00_4Bct_0326_0344_-4.08.jpg,14,16,1,24,7
r_000015_00_0Bct_0695_0320_-9.17.jpg,14,1,16,24,6
r_000015_00_4Bct_0695_0320_-11.75.jpg,14,16,6,24,1
r_000016_00_2Bct_0771_0315_-17.69.jpg,14,16,24,20,6
r_000020_00_1Bct_1053_0226_-14.76.jpg,14,18,16,26,25
r_000012_00_1Wct_0253_0138_-7.52.jpg,14,24,26,5,27
r_000014_00_2Dct_0352_0147_-22.89.jpg,24,14,26,5,20
r_000014_00_4Dct_0352_0147_-19.42.jpg,24,26,14,5,20
r_000024_00_3Bct_0502_0153_7.86.jpg,26,5,20,9,2
r_000006_00_1Wct_0456_0303_-7.28.jpg,20,11,24,22,2
r_000006_00_4Wct_0456_0303_-13.55.jpg,20,11,24,2,22
r_000008_00_2Wct_0591_0293_-15.9.jpg,20,24,11,12,22
r_000009_00_0Wct_0659_0286_-8.77.jpg,24,20,1,11,2
r_000009_00_1Wct_0659_0286_-2.79.jpg,24,11,20,1,2
r_000010_00_4Wct_0721_0277_-12.75.jpg,20,11,24,1,2
r_000000_00_2Tct_0591_0193_30.71.jpg,16,20,27,26,24
r_000000_00_4Tct_0591_0193_34.34.jpg,16,26,20,27,14
r_000004_00_2Bct_0803_0280_-3.21.jpg,16,14,20,27,1
r_000005_00_3Bct_0842_0272_1.9.jpg,27,16,14,20,1
r_000009_00_4Bct_1044_0194_-34.48.jpg,27,20,15,14,12
r_000004_00_0Wct_0316_0230_12.26.jpg,5,14,27,16,11
r_000004_00_4Wct_0316_0230_6.35.jpg,5,14,27,12,16
